Test,CompletionTime,ErrorCount
1,4.37636,0
2,14.97254,4
3,15.16654,0


Color Usage Data:
Test,ColorIndex,UsageCount
1,1,2
2,2,2
2,1,2
2,3,2
3,1,4
3,0,2
3,2,2


Color Change Sequences:
Test,FromColor,ToColor,TimeStamp
1,-1,1,2.626042
2,-1,2,4.430654
2,2,1,7.597379
2,1,3,10.0557
3,-1,1,5.235846
3,1,0,7.624872
3,0,2,10.15259
3,2,1,13.47213


Connection Timing Data:
Test,Connection,TimeTaken
1,LaptopIcon-RouterIcon,0.2223682
1,RouterIcon-PhoneIcon,0.2495584
1,RouterIcon-ComputerIcon,0.2918081
2,RouterIcon-SwitchIcon,-2.945693
2,SwitchIcon-ComputerIcon,0.8610935
2,SwitchIcon-PhoneIcon,1.889042
2,LaptopIcon2-SwitchIcon,0.263979
2,LaptopIcon-SwitchIcon,1.666712
2,ComputerIcon2-SwitchIcon,0.2916927
2,SwitchIcon-LaptopIcon,0.7222748
2,SwitchIcon-ComputerIcon2,0.4026222
3,ComputerIcon2-SwitchIcon,-11.81996
3,SwitchIcon-ComputerIcon,0.3054543
3,SwitchIcon-LaptopIcon,0.3472233
3,RouterIcon-SwitchIcon,0.2919235
3,SwitchIcon2-RouterIcon2,0.2917213
3,RouterIcon-RouterIcon2,0.4169159
3,SwitchIcon2-PhoneIcon,0.2500343
3,SwitchIcon2-PhoneIcon2,0.3471642
3,SwitchIcon2-LaptopIcon2,0.3196831
3,SwitchIcon2-ComputerIcon3,0.2638969


Connection Events:
Test,Device1,Device2,ColorIndex,StartTime,CompletionTime,TimeSinceLastColorSelection
1,LaptopIcon,RouterIcon,2,1.23661,1.458978,0
1,RouterIcon,PhoneIcon,2,1.723655,1.973214,0
1,RouterIcon,ComputerIcon,1,3.376103,3.667911,1.041869
2,NextTaskButton,SwitchIcon,1,4.37636,1.430667,0
2,SwitchIcon,ComputerIcon,1,1.805714,2.541788,0
2,ComputerIcon,PhoneIcon,2,3.264001,5.153043,0.7223892
2,LaptopIcon2,SwitchIcon,2,5.708512,5.986403,1.55575
2,SwitchIcon,SwitchIcon,1,6.611289,8.278001,0.6806221
2,ComputerIcon2,SwitchIcon,1,8.694594,8.986287,1.388908
2,LaptopIcon,LaptopIcon,3,10.48627,11.20855,1.152845
2,ComputerIcon2,ComputerIcon,3,11.94464,12.80574,2.750036
2,LaptopIcon2,SwitchIcon,3,13.51405,13.77803,3.72233
2,SwitchIcon,ComputerIcon2,3,14.11141,14.51404,4.458334
3,NextTaskButton,SwitchIcon,3,14.97254,3.152573,0
3,SwitchIcon,ComputerIcon,3,3.472097,3.777552,0
3,SwitchIcon,LaptopIcon,3,4.27762,4.624844,0
3,RouterIcon,SwitchIcon,1,5.749838,6.041761,0.8059158
3,SwitchIcon2,RouterIcon2,1,6.624746,6.916468,1.680622
3,RouterIcon,RouterIcon2,0,8.05551,8.472425,0.8475533
3,SwitchIcon2,PhoneIcon,2,10.76371,11.01374,0.8611488
3,SwitchIcon2,PhoneIcon2,2,11.49981,11.84697,1.694378
3,SwitchIcon2,LaptopIcon2,2,12.472,12.79169,2.639091
3,SwitchIcon2,ComputerIcon3,1,13.9164,14.1803,0.708168


Error Events:
Test,ErrorType,Device1,Device2,UsedColorIndex,RequiredColorIndex,TimeStamp
2,WrongColor,SwitchIcon,ComputerIcon,1,3,2.541788
2,WrongColor,LaptopIcon2,SwitchIcon,2,3,5.986403
2,WrongColor,LaptopIcon,SwitchIcon,1,3,8.278001
2,WrongColor,ComputerIcon2,SwitchIcon,1,3,8.986287


Attention Distribution:
Test,Area,Duration
1,Instructions,0
1,Network,0
1,ColorPalette,0
2,Instructions,0
2,Network,1.071014
2,ColorPalette,0
3,Instructions,0
3,Network,2.055855
3,ColorPalette,0
