Test,CompletionTime,ErrorCount
1,5.765061,0
2,10.875,1
3,16.76385,1


Color Usage Data:
Test,ColorIndex,UsageCount
1,1,2
2,0,2
2,3,2
2,1,2
2,2,2
3,1,2
3,0,2
3,3,4
3,2,2


Color Change Sequences:
Test,FromColor,ToColor,TimeStamp
1,-1,1,4.362323
2,-1,0,0.7777176
2,0,3,2.972467
2,3,1,8.916826
2,1,2,9.860968
3,-1,1,6.708282
3,1,0,9.20849
3,0,3,11.09715
3,3,2,12.12491
3,2,3,14.52783


Connection Timing Data:
Test,Connection,TimeTaken
1,LaptopIcon-RouterIcon,0.1260324
1,RouterIcon-PhoneIcon,0.1251597
1,RouterIcon-ComputerIcon,1.250112
2,LaptopIcon-ComputerIcon2,-4.223356
2,SwitchIcon-RouterIcon,0.06946373
2,LaptopIcon-SwitchIcon,1.444317
2,ComputerIcon2-SwitchIcon,0.1111183
2,SwitchIcon-ComputerIcon,0.1112576
2,SwitchIcon-LaptopIcon2,0.04171753
2,SwitchIcon-PhoneIcon,0.1111813
3,SwitchIcon2-ComputerIcon3,0.09739113
3,LaptopIcon-SwitchIcon2,0.9029942
3,SwitchIcon2-LaptopIcon2,1.138948
3,SwitchIcon2-PhoneIcon2,0.06953621
3,SwitchIcon2-PhoneIcon,0.1112709
3,SwitchIcon2-RouterIcon2,0.06936264
3,RouterIcon-SwitchIcon,0.1251621
3,RouterIcon-RouterIcon2,0.138958
3,SwitchIcon-LaptopIcon,0.1525803
3,ComputerIcon-SwitchIcon,1.180557
3,ComputerIcon2-SwitchIcon,0.09721756


Connection Events:
Test,Device1,Device2,ColorIndex,StartTime,CompletionTime,TimeSinceLastColorSelection
1,LaptopIcon,RouterIcon,2,1.764832,1.890864,0
1,RouterIcon,PhoneIcon,2,2.292743,2.417903,0
1,RouterIcon,ComputerIcon,2,3.251074,3.348279,0
1,ComputerIcon,ComputerIcon,1,3.751102,5.001214,0.6388912
2,NextTaskButton,ComputerIcon2,0,5.765061,1.541705,0.7639875
2,ComputerIcon2,RouterIcon,3,2.291667,4.708599,1.736132
2,SwitchIcon,SwitchIcon,3,5.319845,6.764162,3.791695
2,ComputerIcon2,SwitchIcon,3,7.041842,7.15296,4.180492
2,SwitchIcon,ComputerIcon,3,7.500137,7.611395,4.638927
2,SwitchIcon,LaptopIcon2,3,7.861376,7.903093,4.930626
2,SwitchIcon,RouterIcon,1,9.291759,9.361223,0.444397
2,SwitchIcon,PhoneIcon,2,10.2777,10.38888,0.527916
3,NextTaskButton,ComputerIcon3,2,10.875,2.43051,0
3,SwitchIcon2,SwitchIcon2,2,2.916414,3.819408,0
3,LaptopIcon,LaptopIcon2,2,4.138779,5.277727,0
3,SwitchIcon2,PhoneIcon2,2,5.513931,5.583467,0
3,SwitchIcon2,PhoneIcon,2,5.958282,6.069553,0
3,SwitchIcon2,RouterIcon2,1,7.333315,7.402678,0.6943951
3,SwitchIcon2,ComputerIcon3,1,7.763763,7.861155,1.152872
3,RouterIcon,SwitchIcon,1,8.513817,8.638979,1.930696
3,RouterIcon,RouterIcon2,0,9.624907,9.763865,0.5553741
3,SwitchIcon,LaptopIcon,2,12.49994,12.62498,0.5000648
3,SwitchIcon,SwitchIcon,2,13.06949,13.611,1.486092
3,ComputerIcon,SwitchIcon,3,13.84713,15.02769,0.4998589
3,ComputerIcon2,SwitchIcon,3,15.34714,15.44436,0.9165268
3,SwitchIcon,LaptopIcon,3,15.77804,15.93062,1.402794


Error Events:
Test,ErrorType,Device1,Device2,UsedColorIndex,RequiredColorIndex,TimeStamp
1,WrongColor,RouterIcon,ComputerIcon,2,1,3.348279
2,WrongColor,SwitchIcon,RouterIcon,3,1,4.708599
3,WrongColor,SwitchIcon2,ComputerIcon3,2,1,2.43051
3,WrongColor,SwitchIcon,LaptopIcon,2,3,12.62498
3,WrongColor,ComputerIcon,SwitchIcon,2,3,13.611


Attention Distribution:
Test,Area,Duration
1,Instructions,0
1,Network,0.7502723
1,ColorPalette,0
1,None,3.737008
2,Instructions,0
2,Network,2.000096
2,ColorPalette,0
2,None,8.847074
3,Instructions,0
3,Network,5.194115
3,ColorPalette,0
3,None,10.73651
